year,district,DBN,school_name,average_score_SAT_math,average_score_SAT_reading,students_SAT_math_college_ready,students_SAT_reading_college_ready,enrollment,avg_grade_8_english_proficiency,avg_grade_8_math_proficiency,ELL,disability,self_contained,economic_need_index,temp_housing,HRA_eligible,asian,black,hispanic,white,student_attendance_rate,chronically_absent
2019,12,12X521,The Metropolitan Soundview High School,430.8,433.7,0.102,0.167,423,2.47,2.2,0.156,0.239,0.019,0.89,0.144,0.783,0.026,0.232,0.719,0.017,0.816,0.551
2019,12,12X550,High School of World Cultures,415.1,398.9,0.017,0.043,459,2.06,2.06,0.797,0.044,,0.98,0.235,0.804,0.094,0.089,0.758,0.046,0.855,0.425
2019,12,12X682,Fannie Lou Hamer Freedom High School,399.5,433,0.017,0.223,471,2.41,2.1,0.127,0.318,0.085,0.91,0.187,0.83,0.008,0.282,0.677,0.013,0.789,0.619
2019,12,12X684,Wings Academy,391.9,416.8,0.011,0.087,463,2.37,2.07,0.05,0.302,0.035,0.92,0.184,0.86,0.004,0.562,0.397,0.015,0.777,0.627
2019,13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,436.6,451.7,0.091,0.255,223,2.69,2.26,0.022,0.229,0.013,0.88,0.148,0.798,0.018,0.726,0.229,0.009,0.779,0.548
2019,13,13K350,Urban Assembly School for Music and Art,419.8,445.1,0.02,0.24,207,2.75,2.36,0.043,0.237,,0.84,0.145,0.768,0.005,0.739,0.227,0.019,0.809,0.526
2019,13,13K412,Brooklyn Community Arts & Media High School (BCAM),432,449.9,0.081,0.291,421,2.72,2.32,0.036,0.266,0.002,0.81,0.138,0.732,0.01,0.696,0.276,0.007,0.841,0.46
2019,13,13K419,"Science Skills Center High School for Science, Tec",457.6,465.4,0.164,0.409,570,2.96,2.84,0.033,0.144,,0.75,0.114,0.625,0.081,0.667,0.177,0.042,0.918,0.273
2019,13,13K430,Brooklyn Technical High School,732,671.1,0.972,0.973,5937,4.03,4.27,,0.013,,0.52,0.033,0.408,0.607,0.058,0.071,0.245,0.955,0.106
2019,13,13K439,Brooklyn International High School,404.8,409.3,0.095,0.133,359,1.99,2.26,0.763,0.033,,0.95,0.148,0.777,0.251,0.206,0.435,0.109,0.907,0.312
2019,13,13K483,The Urban Assembly School for Law and Justice,462.2,475.3,0.186,0.412,435,2.88,2.6,0.021,0.172,0.005,0.69,0.094,0.579,0.025,0.667,0.267,0.018,0.884,0.385
2019,13,13K499,ACORN Community High School,436.3,443.1,0.091,0.25,150,2.58,2.28,0.047,0.273,0.013,0.85,0.14,0.793,0.033,0.787,0.133,0.027,0.701,0.711
2019,13,13K527,Urban Assembly Institute of Math and Science for Y,453,455.2,0.157,0.343,295,2.79,2.5,0.081,0.173,0.003,0.8,0.068,0.702,0.088,0.586,0.166,0.139,0.849,0.507
2019,13,13K594,Gotham Professional Arts Academy,416.4,416.4,,0.063,178,2.56,2.28,0.039,0.36,,0.86,0.23,0.758,0.006,0.775,0.208,0.006,0.804,0.564
2019,13,13K595,Bedford Academy High School,531.6,533,0.514,0.778,363,3.33,3.29,0.011,0.138,0.003,0.62,0.061,0.49,0.039,0.785,0.085,0.036,0.921,0.197
2019,13,13K605,George Westinghouse Career and Technical Education,444.8,457.7,0.146,0.354,776,2.75,2.63,0.023,0.174,0.017,0.75,0.095,0.642,0.04,0.683,0.235,0.017,0.884,0.368
2019,13,13K670,Benjamin Banneker Academy,521,540.1,0.529,0.804,810,3.26,3.17,0.015,0.146,0.021,0.67,0.078,0.535,0.053,0.799,0.111,0.009,0.889,0.367
2019,13,13K674,"City Polytechnic High School of Engineering, Archi",507.2,508.4,0.373,0.59,426,2.98,3,0.016,0.19,,0.63,0.063,0.509,0.054,0.655,0.214,0.061,0.909,0.275
2019,14,14K071,Juan Morel Campos Secondary School,418.8,421.7,0.052,0.125,329,2.33,2.14,0.304,0.307,0.079,0.92,0.191,0.842,0.015,0.14,0.769,0.064,0.866,0.399
2019,14,14K449,"Brooklyn Latin School, The",696.7,664.6,0.994,0.994,698,3.95,4.18,,0.023,,0.56,0.044,0.43,0.547,0.122,0.12,0.13,0.936,0.255
2019,14,14K454,The Williamsburg High School of Art and Technology,395.1,395.9,,0.127,302,2.58,2.42,0.238,0.252,0.013,0.83,0.185,0.715,0.033,0.225,0.675,0.053,0.851,0.484
2019,14,14K474,PROGRESS High School for Professional Careers,409.2,420.7,0.032,0.149,674,2.58,2.34,0.206,0.212,0.03,0.88,0.141,0.777,0.006,0.273,0.688,0.012,0.781,0.528
2019,14,14K477,East Williamsburg Scholars Academy,388.4,420.4,0.012,0.153,304,2.51,2.22,0.329,0.217,0.007,0.89,0.207,0.727,0.007,0.355,0.615,0.01,0.73,0.602
2019,14,14K478,"The High School for Enterprise, Business and Techn",447.4,447.7,0.141,0.266,831,2.73,2.56,0.119,0.162,0.001,0.83,0.111,0.732,0.058,0.303,0.613,0.019,0.85,0.42
2019,14,14K488,Brooklyn Preparatory High School,470.6,474.3,0.223,0.403,527,2.93,2.72,0.021,0.188,0.011,0.76,0.112,0.645,0.009,0.433,0.528,0.015,0.838,0.465
2019,14,14K558,Williamsburg High School for Architecture and Desi,471.1,488.4,0.22,0.488,580,2.84,2.69,0.031,0.222,0.012,0.71,0.088,0.602,0.022,0.284,0.61,0.064,0.924,0.176
2019,14,14K561,Williamsburg Preparatory School,485.4,495.6,0.327,0.54,682,2.87,2.66,0.047,0.211,0.006,0.79,0.072,0.692,0.031,0.157,0.704,0.092,0.903,0.292
2019,14,14K586,Lyons Community School,428.2,444.8,0.053,0.276,298,2.45,2.14,0.128,0.242,,0.9,0.164,0.829,,0.302,0.658,0.034,0.788,0.533
2019,14,14K610,Automotive High School,418.1,431.9,0.05,0.125,329,2.44,2.29,0.064,0.34,0.046,0.81,0.109,0.726,0.03,0.492,0.419,0.027,0.835,0.472
2019,14,14K614,Young Women's Leadership School of Brooklyn,474.3,495,0.258,0.613,225,2.83,2.58,0.111,0.156,0.009,0.8,0.111,0.711,0.044,0.427,0.427,0.067,0.86,0.424
2019,14,14K685,El Puente Academy for Peace and Justice,412.9,435.5,0.018,0.286,224,2.46,2.2,0.183,0.263,0.004,0.89,0.143,0.835,0.004,0.049,0.924,0.004,0.817,0.661
2019,15,15K429,Digital Arts and Cinema Technology High School,459.1,475.3,0.233,0.512,246,2.85,2.67,0.004,0.215,,0.76,0.049,0.667,0.037,0.545,0.35,0.053,0.906,0.32
2019,15,15K448,Brooklyn Collaborative Studies,461.1,466.8,0.161,0.43,389,2.98,2.63,0.062,0.262,0.003,0.71,0.069,0.578,0.031,0.393,0.478,0.075,0.863,0.471
2019,15,15K462,John Jay School for Law,448.9,452,0.08,0.333,436,2.85,2.55,0.032,0.188,0.002,0.76,0.115,0.661,0.023,0.626,0.294,0.028,0.843,0.466
2019,15,15K463,Secondary School for Journalism,424.3,438.3,0.053,0.193,268,2.77,2.43,0.142,0.201,0.004,0.81,0.116,0.69,0.067,0.459,0.373,0.086,0.813,0.55
2019,15,15K464,Park Slope Collegiate,481.4,473.5,0.265,0.449,440,2.8,2.64,0.073,0.207,0.007,0.71,0.068,0.611,0.043,0.382,0.457,0.093,0.845,0.474
2019,15,15K497,The Boerum Hill School for International Studies,450.2,463.6,0.118,0.412,286,2.79,2.58,0.108,0.22,0.003,0.67,0.087,0.577,0.056,0.406,0.29,0.182,0.813,0.466
2019,15,15K519,Cobble Hill School of American Studies,427.1,453.6,0.055,0.283,582,2.78,2.41,0.113,0.189,0.002,0.83,0.162,0.729,0.034,0.62,0.29,0.027,0.802,0.43
2019,15,15K592,Khalil Gibran International Academy,432.1,424.7,0.136,0.258,226,2.6,2.52,0.372,0.181,0.004,0.86,0.119,0.792,0.177,0.358,0.08,0.314,0.831,0.498
2019,15,15K656,Brooklyn High School of the Arts,476.2,486.3,0.234,0.528,939,3.15,2.81,0.011,0.176,0.05,0.66,0.073,0.534,0.034,0.653,0.213,0.048,0.892,0.344
2019,15,15K667,Sunset Park High School,454.2,442.6,0.157,0.279,1216,2.66,2.55,0.219,0.204,0.025,0.86,0.086,0.754,0.099,0.075,0.74,0.081,0.85,0.426
2019,15,15K684,Millennium Brooklyn HS,602.1,595.6,0.881,0.906,675,3.8,3.85,0.003,0.151,,0.4,0.016,0.289,0.127,0.166,0.197,0.444,0.958,0.081
2019,16,16K455,Boys and Girls High School,422.1,420.2,0.079,0.18,439,2.47,2.23,0.062,0.285,0.084,0.86,0.153,0.781,0.014,0.82,0.114,0.021,0.816,0.443
2019,16,16K498,Brooklyn High School for Law and Technology,430.3,452.7,0.087,0.294,589,2.7,2.48,0.061,0.221,0.041,0.81,0.136,0.723,0.039,0.633,0.287,0.019,0.808,0.472
2019,16,16K688,The Brooklyn Academy of Global Finance,,,,,105,2.4,2.14,0.143,0.267,,0.92,0.2,0.867,0.076,0.714,0.162,0.029,0.849,0.44
2019,16,16K765,Nelson Mandela High School,425.6,429.4,0.06,0.164,252,2.45,2.21,0.008,0.317,0.075,0.85,0.179,0.746,0.016,0.829,0.107,0.008,0.735,0.711
2019,17,17K122,Pathways in Technology Early College High School (,452.4,447.9,0.121,0.353,581,2.85,2.65,0.022,0.174,,0.66,0.081,0.535,0.017,0.824,0.119,0.009,0.911,0.215
2019,17,17K382,Academy for College Preparation and Career Explora,456.9,452.9,0.143,0.222,230,2.58,2.25,0.178,0.17,,0.79,0.161,0.665,,0.83,0.1,0.022,0.852,0.425
2019,17,17K408,Academy of Hospitality and Tourism,423.4,412.1,0.057,0.171,196,2.59,2.28,0.204,0.214,,0.85,0.153,0.73,0.005,0.816,0.138,0.036,0.84,0.384
2019,17,17K524,International High School at Prospect Heights,384.6,386.7,0.019,0.029,368,1.92,2.06,0.878,0.052,0.003,0.95,0.228,0.774,0.163,0.236,0.497,0.084,0.881,0.297
2019,17,17K528,The High School for Global Citizenship,424.4,430.9,0.081,0.216,213,2.71,2.54,0.155,0.164,,0.78,0.169,0.648,0.042,0.728,0.188,0.028,0.863,0.434
2019,17,17K531,"School for Human Rights, The",428.2,458.4,0.038,0.308,330,2.71,2.36,0.082,0.191,,0.76,0.127,0.636,0.021,0.87,0.085,0.012,0.89,0.282
2019,17,17K537,High School for Youth and Community Development at,429.4,450.2,0.081,0.232,467,2.61,2.28,0.088,0.255,0.006,0.78,0.161,0.662,0.039,0.784,0.143,0.024,0.861,0.382
2019,17,17K539,High School for Service & Learning at Erasmus,438.2,430.4,0.114,0.19,297,2.65,2.34,0.148,0.215,0.003,0.82,0.104,0.704,0.03,0.761,0.165,0.027,0.839,0.408
2019,17,17K543,"Science, Technology and Research Early College Hig",531.6,557.5,0.578,0.889,356,3.38,3.38,0.011,0.135,,0.57,0.042,0.455,0.039,0.795,0.126,0.011,0.964,0.089
2019,17,17K546,High School for Public Service: Heroes of Tomorrow,481.3,495.2,0.24,0.548,462,3.14,2.88,0.015,0.175,0.05,0.73,0.104,0.621,0.037,0.771,0.158,0.013,0.922,0.208
2019,17,17K547,Brooklyn Academy of Science and the Environment,446.6,452.1,0.1,0.283,382,2.72,2.6,0.058,0.162,0.003,0.76,0.131,0.654,0.039,0.804,0.115,0.031,0.904,0.247
2019,17,17K548,Brooklyn School for Music & Theatre,404.5,416.4,0.03,0.164,296,2.63,2.28,0.027,0.223,0.024,0.82,0.199,0.764,0.003,0.777,0.199,0.017,0.835,0.458
2019,17,17K590,Medgar Evers College Preparatory School,559.8,564.2,0.709,0.883,897,3.64,3.63,0.006,0.088,0.003,0.55,0.064,0.415,0.025,0.871,0.056,0.01,0.932,0.211
2019,17,17K600,Clara Barton High School,433.5,452.9,0.097,0.287,1200,2.85,2.56,0.078,0.181,0.073,0.72,0.108,0.592,0.014,0.892,0.073,0.009,0.87,0.371
2019,17,17K745,Brooklyn Institute for Liberal Arts,444.8,484.3,0.083,0.464,415,2.8,2.52,0.046,0.207,0.002,0.71,0.149,0.576,0.017,0.87,0.104,0.002,0.911,0.261
2019,17,17K751,Academy for Health Careers,417.6,467.8,0.053,0.373,301,2.8,2.5,0.037,0.143,0.037,0.82,0.156,0.724,0.047,0.771,0.14,0.017,0.864,0.46
2019,18,18K563,It Takes a Village Academy,436.8,451.2,0.102,0.299,659,2.83,2.64,0.176,0.152,0.021,0.76,0.096,0.624,0.018,0.891,0.067,0.011,0.9,0.301
2019,18,18K566,Brooklyn Generation School,437.9,455.6,0.085,0.277,189,2.58,2.16,0.122,0.238,0.005,0.75,0.116,0.64,0.005,0.81,0.122,0.048,0.899,0.23
2019,18,18K567,Brooklyn Theatre Arts High School,426.2,426.8,0.064,0.192,350,2.59,2.29,0.023,0.174,0.006,0.79,0.109,0.706,0.023,0.837,0.103,0.02,0.81,0.565
2019,18,18K569,Kurt Hahn Expeditionary Learning School,416.5,425.1,0.022,0.135,294,2.51,2.19,0.071,0.289,0.02,0.75,0.116,0.66,0.007,0.891,0.065,0.017,0.87,0.402
2019,18,18K576,Victory Collegiate High School,423.6,436.7,0.013,0.177,341,2.55,2.32,0.067,0.255,0.009,0.77,0.106,0.683,0.018,0.824,0.106,0.041,0.854,0.523
2019,18,18K617,High School for Innovation in Advertising and Medi,428.3,435.5,0.098,0.262,240,2.54,2.39,0.092,0.225,0.054,0.72,0.075,0.629,0.017,0.808,0.117,0.046,0.828,0.549
2019,18,18K629,Cultural Academy for the Arts and Sciences,433.4,442.3,0.1,0.225,282,2.53,2.31,0.117,0.22,0.014,0.74,0.11,0.638,0.014,0.84,0.096,0.025,0.853,0.42
2019,18,18K633,High School for Medical Professions,451.6,469.6,0.195,0.469,460,2.88,2.65,0.043,0.152,0.002,0.71,0.089,0.598,0.03,0.789,0.13,0.037,0.894,0.351
2019,18,18K637,Academy for Conservation and the Environment,448.8,450.3,0.186,0.279,300,2.65,2.4,0.133,0.177,0.003,0.77,0.16,0.673,0.06,0.753,0.097,0.063,0.858,0.413
2019,18,18K642,Urban Action Academy,407,432.3,0.037,0.21,264,2.46,2.27,0.231,0.159,0.045,0.8,0.11,0.682,0.027,0.765,0.117,0.091,0.786,0.612
2019,19,19K404,Academy for Young Writers,450.4,479.6,0.167,0.389,336,2.89,2.39,0.039,0.196,0.003,0.79,0.11,0.693,0.006,0.705,0.265,0.015,0.873,0.449
2019,19,19K409,East New York Family Academy,457.9,461,0.117,0.4,289,2.78,2.66,0.031,0.228,,0.8,0.114,0.709,0.042,0.623,0.304,0.007,0.883,0.409
2019,19,19K422,Spring Creek Community School,440.8,450,0.125,0.406,303,2.69,2.45,0.033,0.224,0.013,0.77,0.099,0.653,0.01,0.716,0.231,0.01,0.879,0.377
2019,19,19K502,FDNY - Captain Vernon A. Richard High School for F,408.3,412.9,0.111,0.204,277,2.46,2.2,0.04,0.274,0.051,0.85,0.199,0.762,0.014,0.697,0.264,0.007,0.743,0.584
2019,19,19K504,High School for Civil Rights,390,412.5,0.029,0.087,239,2.35,2.2,0.117,0.268,,0.87,0.238,0.736,0.021,0.682,0.268,0.017,0.786,0.588
2019,19,19K507,Performing Arts and Technology High School,426.7,442.7,0.075,0.258,409,2.62,2.35,0.181,0.23,0.049,0.86,0.166,0.736,0.017,0.599,0.364,0.01,0.872,0.302
2019,19,19K510,World Academy for Total Community Health High Scho,432.8,438.3,0.056,0.236,250,2.54,2.27,0.152,0.212,0.004,0.88,0.304,0.788,0.04,0.704,0.216,0.02,0.766,0.621
2019,19,19K583,Multicultural High School,388.9,374.7,0.016,0.016,267,1.84,1.95,0.876,0.015,0.004,0.99,0.112,0.734,,0.019,0.981,,0.898,0.295
2019,19,19K615,Transit Tech Career and Technical Education High S,444.3,457.6,0.094,0.229,676,2.58,2.37,0.062,0.253,0.003,0.79,0.132,0.683,0.049,0.595,0.296,0.024,0.804,0.45
2019,19,19K618,Academy of Innovative Technology,454.8,459.7,0.165,0.352,422,2.71,2.55,0.116,0.206,0.009,0.77,0.095,0.675,0.062,0.391,0.486,0.026,0.886,0.364
2019,19,19K639,Brooklyn Lab School,414.4,418,0.04,0.147,430,2.48,2.26,0.353,0.202,0.007,0.88,0.144,0.758,0.116,0.233,0.574,0.053,0.831,0.483
2019,19,19K659,Cypress Hills Collegiate Preparatory School,428.9,426.1,0.063,0.208,302,2.52,2.38,0.215,0.195,,0.83,0.119,0.735,0.119,0.185,0.649,0.03,0.862,0.472
2019,19,19K660,W. H. Maxwell Career and Technical Education High,416,433.5,0.039,0.147,376,2.46,2.21,0.088,0.33,0.016,0.89,0.184,0.822,0.024,0.646,0.29,0.021,0.767,0.583
2019,19,19K683,School for Classics High School,421.3,421.8,0.082,0.137,270,2.51,2.17,0.267,0.211,0.033,0.9,0.163,0.804,0.126,0.43,0.37,0.044,0.81,0.522
2019,19,19K764,The Urban Assembly School for Collaborative Health,461,457,0.219,0.397,338,2.79,2.47,0.186,0.109,0.003,0.81,0.121,0.692,0.133,0.337,0.441,0.036,0.86,0.431
2019,20,20K445,New Utrecht High School,529.3,483.5,0.424,0.45,3427,2.87,3.03,0.198,0.16,0.047,0.78,0.085,0.652,0.407,0.029,0.302,0.254,0.875,0.301
2019,20,20K485,High School of Telecommunication Arts and Technolo,524,507.6,0.478,0.594,1235,3.02,3.1,0.085,0.182,0.025,0.75,0.04,0.657,0.208,0.06,0.499,0.2,0.943,0.157
2019,20,20K490,Fort Hamilton High School,547.3,521.5,0.482,0.583,4559,3.09,3.14,0.15,0.148,0.04,0.72,0.069,0.6,0.279,0.032,0.314,0.356,0.907,0.247
2019,20,20K505,Franklin Delano Roosevelt High School,500,449,0.285,0.28,3214,2.79,2.82,0.333,0.143,0.053,0.87,0.131,0.721,0.383,0.099,0.338,0.171,0.854,0.355
2019,20,20K609,Urban Assembly School for Criminal Justice,518.6,507.5,0.418,0.657,327,3.06,2.94,0.135,0.153,,0.87,0.064,0.804,0.52,0.141,0.159,0.165,0.902,0.32
2019,21,21K337,International High School at Lafayette,433.3,395.1,0.167,0.1,347,1.87,2.4,0.888,0.026,,0.96,0.331,0.643,0.334,0.037,0.378,0.245,0.875,0.314
2019,21,21K344,Rachel Carson High School for Coastal Studies,482.3,464.2,0.293,0.338,623,2.91,2.76,0.186,0.178,0.003,0.78,0.061,0.674,0.18,0.136,0.189,0.474,0.859,0.429
2019,21,21K348,High School of Sports Management,454.1,436.1,0.1,0.24,241,2.56,2.43,0.124,0.228,0.008,0.82,0.108,0.685,0.058,0.51,0.295,0.116,0.741,0.611
2019,21,21K410,Abraham Lincoln High School,475.1,462.6,0.233,0.336,1904,2.8,2.61,0.176,0.166,0.048,0.82,0.096,0.71,0.154,0.421,0.246,0.17,0.868,0.364
2019,21,21K468,Kingsborough Early College School,518.4,527.3,0.424,0.741,379,3.32,3.12,,0.172,,0.58,0.016,0.451,0.071,0.235,0.288,0.385,0.928,0.239
2019,21,21K525,Edward R. Murrow High School,531.4,528.1,0.476,0.65,3693,3.09,3.16,0.089,0.184,0.048,0.65,0.095,0.524,0.249,0.218,0.193,0.3,0.912,0.224
2019,21,21K540,John Dewey High School,505.2,474,0.363,0.4,2203,2.88,2.95,0.177,0.129,0.032,0.8,0.09,0.692,0.308,0.314,0.229,0.128,0.919,0.195
2019,21,21K559,Life Academy High School for Film and Music,461.1,461.3,0.224,0.328,286,2.76,2.56,0.098,0.245,0.007,0.79,0.105,0.685,0.115,0.311,0.416,0.143,0.838,0.481
2019,21,21K572,Expeditionary Learning School for Community Leader,492.5,498.5,0.28,0.561,378,2.93,2.87,0.156,0.201,,0.77,0.101,0.651,0.156,0.177,0.36,0.265,0.816,0.503
2019,21,21K620,William E. Grady Career and Technical Education Hi,406,418.9,0.049,0.122,412,2.52,2.35,0.068,0.396,0.155,0.81,0.138,0.733,0.034,0.575,0.243,0.129,0.822,0.506
2019,21,21K690,Brooklyn Studio Secondary School,484.3,489.3,0.301,0.457,591,2.98,2.92,0.13,0.195,0.008,0.7,0.046,0.597,0.218,0.041,0.277,0.443,0.873,0.427
2019,22,22K405,Midwood High School,586.7,566.8,0.706,0.804,4156,3.51,3.57,0.027,0.116,0.023,0.64,0.075,0.533,0.351,0.283,0.127,0.214,0.927,0.205
2019,22,22K425,James Madison High School,520.8,498.8,0.422,0.525,3797,3.11,3.09,0.137,0.155,0.043,0.65,0.067,0.539,0.203,0.152,0.17,0.467,0.935,0.136
